Period,OrgCode,OrgName,Type1_Attendance,Type2_Attendance,Other_Attendance,Total_Attendance,Over4hrs_Type1,Wait_4_12hrs,Wait_12plus_hrs,Emergency_Admissions_Type1,Emergency_Admissions_Other,Emergency_Admissions_Total
MSitAE-JANUARY-2025,NNF09,BRANSHOLME HEALTH CENTRE,0,0,3572,3572,0,0,0,0,0,0
MSitAE-JANUARY-2025,AXG,WILTSHIRE HEALTH & CARE,0,0,2116,2116,0,0,0,0,0,0
MSitAE-JANUARY-2025,Y03218,THE PINN UNREGISTERED WIC,0,0,897,897,0,0,0,0,0,0
MSitAE-JANUARY-2025,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,8263,0,9875,18138,4033,410,774,2749,0,2749
MSitAE-JANUARY-2025,RW4,MERSEY CARE NHS FOUNDATION TRUST,0,0,12806,12806,0,0,0,0,0,0
MSitAE-JANUARY-2025,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,7889,0,1783,9672,4506,553,190,1692,0,1692
MSitAE-JANUARY-2025,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,6385,0,1360,7745,1892,414,13,2451,0,2451
MSitAE-JANUARY-2025,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0
MSitAE-JANUARY-2025,NL7,ASSURA VERTIS URGENT CARE CENTRES (BIRMINGHAM),0,0,4432,4432,0,0,0,0,0,0
MSitAE-JANUARY-2025,RY7,WIRRAL COMMUNITY HEALTH AND CARE NHS FOUNDATION TRUST,0,0,4232,4232,0,0,0,0,0,0
MSitAE-JANUARY-2025,RXG,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0
MSitAE-JANUARY-2025,RV9,HUMBER TEACHING NHS FOUNDATION TRUST,0,0,974,974,0,0,0,0,0,0
MSitAE-JANUARY-2025,RJN,EAST CHESHIRE NHS TRUST,4011,0,0,4011,2049,154,451,784,0,784
MSitAE-JANUARY-2025,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,10,10
MSitAE-JANUARY-2025,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6535,0,1515,8050,3057,606,456,1611,0,1611
MSitAE-JANUARY-2025,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,6632,0,2710,9342,4017,545,724,2149,0,2149
MSitAE-JANUARY-2025,NTV0W,WOKING WALK IN CENTRE,0,0,2535,2535,0,0,0,0,0,0
MSitAE-JANUARY-2025,NTV0B,ASHFORD WALK-IN-CENTRE,0,0,2292,2292,0,0,0,0,0,0
MSitAE-JANUARY-2025,NTP11,PRACTICE PLUS GROUP HOSPITAL - SOUTHAMPTON,0,0,5148,5148,0,0,0,0,0,0
MSitAE-JANUARY-2025,NQT5H,PAULTON MEMORIAL HOSPITAL,0,0,913,913,0,0,0,0,0,0
MSitAE-JANUARY-2025,NQT5F,SKELMERSDALE WALK IN CENTRE,0,0,1730,1730,0,0,0,0,0,0
MSitAE-JANUARY-2025,NDJ,FIRST COMMUNITY HEALTH AND CARE CIC,0,0,2070,2070,0,0,0,0,0,0
MSitAE-JANUARY-2025,C82038,LATHAM HOUSE MEDICAL PRACTICE,0,0,305,305,0,0,0,0,0,0
MSitAE-JANUARY-2025,AJN,WORKINGTON HEALTH LIMITED,0,0,313,313,0,0,0,0,0,0
MSitAE-JANUARY-2025,AAH,TETBURY HOSPITAL TRUST LTD,0,0,599,599,0,0,0,0,0,0
MSitAE-JANUARY-2025,Y00751,EAST BERKS PRIMARY CARE OOH(WAM),0,0,0,0,0,0,0,0,0,0
MSitAE-JANUARY-2025,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,14485,0,0,14485,4954,1427,33,2970,0,2970
MSitAE-JANUARY-2025,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,0,0,0,0,0,0,0,0,0,0
MSitAE-JANUARY-2025,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,12293,0,3784,16077,5250,2427,23,4334,0,4334
MSitAE-JANUARY-2025,AQN04,PHL LYMINGTON UTC,0,0,2652,2652,0,0,0,0,0,0
MSitAE-JANUARY-2025,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,0,0,1619,1619,0,0,0,0,0,0
MSitAE-JANUARY-2025,Y02532,MIRIAM MINOR EMERGENCY,0,0,1666,1666,0,0,0,0,0,0
MSitAE-JANUARY-2025,Y02615,SOUTH BIRMINGHAM GP WALK IN CENTRE,0,0,7079,7079,0,0,0,0,0,0
MSitAE-JANUARY-2025,8J094,BADGER LTD,0,0,0,0,0,0,0,0,0,0
MSitAE-JANUARY-2025,L83087,OKEHAMPTON MEDICAL CENTRE,0,0,77,77,0,0,0,0,0,0
MSitAE-JANUARY-2025,DT301,HERTS URGENT CARE (ASCOTS LANE),0,0,2063,2063,0,0,0,0,0,0
MSitAE-JANUARY-2025,C83023,SLEAFORD MEDICAL GROUP,0,0,495,495,0,0,0,0,0,0
MSitAE-JANUARY-2025,C82009,MARKET HARBOROUGH MED.CTR,0,0,247,247,0,0,0,0,0,0
MSitAE-JANUARY-2025,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,10692,1103,8325,20120,4832,804,196,2578,0,2578
MSitAE-JANUARY-2025,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",6370,0,1131,7501,2953,265,122,2035,0,2035
MSitAE-JANUARY-2025,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,5843,0,2879,8722,2900,396,70,2166,0,2166
MSitAE-JANUARY-2025,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,10809,1172,5192,17173,6163,1224,55,4624,0,4624
MSitAE-JANUARY-2025,NR3,NOTTINGHAM CITYCARE PARTNERSHIP,0,0,5135,5135,0,0,0,0,0,0
MSitAE-JANUARY-2025,Y03007,ERDINGTON GP HEALTH & WELLBEING WIC,0,0,0,0,0,0,0,0,0,0
MSitAE-JANUARY-2025,NQT51,STATION PLAZA HEALTH CENTRE,0,0,1090,1090,0,0,0,0,0,0
MSitAE-JANUARY-2025,Y02676,BRIGHTON STATION HEALTH CENTRE,0,0,1987,1987,0,0,0,0,0,0
MSitAE-JANUARY-2025,RY4,HERTFORDSHIRE COMMUNITY NHS TRUST,0,0,1125,1125,0,0,0,0,0,0
MSitAE-JANUARY-2025,RW1,HAMPSHIRE AND ISLE OF WIGHT HEALTHCARE NHS FOUNDATION TRUST,0,0,2632,2632,0,0,0,0,0,0
MSitAE-JANUARY-2025,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,9612,0,0,9612,3640,527,703,2940,0,2940
MSitAE-JANUARY-2025,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,10059,0,0,10059,3370,441,521,2810,0,2810
MSitAE-JANUARY-2025,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,0,0,1279,1279,0,0,0,0,3,3
MSitAE-JANUARY-2025,RNU,OXFORD HEALTH NHS FOUNDATION TRUST,0,0,3531,3531,0,0,0,0,0,0
MSitAE-JANUARY-2025,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,8663,0,0,8663,3459,795,0,2894,0,2894
MSitAE-JANUARY-2025,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,14224,1684,7490,23398,6639,2034,1117,4597,0,4597
MSitAE-JANUARY-2025,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,4739,0,836,5575,1550,460,90,1173,0,1173
MSitAE-JANUARY-2025,NQTE4,SUMMERFIELD URGENT CARE CENTRE,0,0,3194,3194,0,0,0,0,0,0
MSitAE-JANUARY-2025,Y02428,PUTNOE WALK IN CENTRE,0,0,3234,3234,0,0,0,0,0,0
MSitAE-JANUARY-2025,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,10375,1234,3481,15090,3310,303,322,4204,0,4204
MSitAE-JANUARY-2025,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,11405,1085,0,12490,4425,506,14,4061,0,4061
MSitAE-JANUARY-2025,RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,0,0,12079,12079,0,0,0,0,0,0
MSitAE-JANUARY-2025,RWD,UNITED LINCOLNSHIRE TEACHING HOSPITALS NHS TRUST,15569,0,3568,19137,6284,877,1317,4703,0,4703
MSitAE-JANUARY-2025,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,12952,0,12223,25175,6343,446,1380,3056,562,3618
MSitAE-JANUARY-2025,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,10516,351,1443,12310,3149,251,739,1916,0,1916
MSitAE-JANUARY-2025,RVJ,NORTH BRISTOL NHS TRUST,8183,0,0,8183,3292,477,545,2920,0,2920
MSitAE-JANUARY-2025,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,12179,0,0,12179,4551,392,569,2635,0,2635
MSitAE-JANUARY-2025,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,12580,0,0,12580,3457,394,244,1343,0,1343
MSitAE-JANUARY-2025,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",7069,0,4671,11740,3999,1163,569,2013,0,2013
MSitAE-JANUARY-2025,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,16895,684,11171,28750,7386,1637,679,3763,0,3763
MSitAE-JANUARY-2025,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,19579,0,6169,25748,6626,1454,56,2841,0,2841
MSitAE-JANUARY-2025,RPA,MEDWAY NHS FOUNDATION TRUST,8263,0,6752,15015,3239,388,756,1905,0,1905
MSitAE-JANUARY-2025,RP6,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,0,5778,0,5778,0,0,0,0,0,0
MSitAE-JANUARY-2025,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,13236,0,3840,17076,5143,1148,255,4208,355,4563
MSitAE-JANUARY-2025,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,8129,0,1630,9759,4039,770,657,2420,0,2420
MSitAE-JANUARY-2025,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,8787,0,4176,12963,2924,1921,95,3650,0,3650
MSitAE-JANUARY-2025,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,5176,0,5001,10177,2581,422,498,2350,0,2350
MSitAE-JANUARY-2025,RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,24521,0,9020,33541,10941,1164,1488,7213,314,7527
MSitAE-JANUARY-2025,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,6748,0,1527,8275,2378,566,224,1130,0,1130
MSitAE-JANUARY-2025,RKE,WHITTINGTON HEALTH NHS TRUST,9061,0,0,9061,2865,131,466,1137,0,1137
MSitAE-JANUARY-2025,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,11610,1525,6128,19263,5201,96,30,1779,71,1850
MSitAE-JANUARY-2025,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,10068,0,5348,15416,4836,898,189,3786,0,3786
MSitAE-JANUARY-2025,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,15093,0,8699,23792,7166,1419,1279,3632,0,3632
MSitAE-JANUARY-2025,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,8687,0,7191,15878,4818,275,340,2953,2,2955
MSitAE-JANUARY-2025,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,8659,0,6622,15281,4696,544,1018,5519,0,5519
MSitAE-JANUARY-2025,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,15464,1684,296,17444,7941,637,779,4567,0,4567
MSitAE-JANUARY-2025,R1F,ISLE OF WIGHT NHS TRUST,4428,292,1304,6024,1822,293,169,1275,0,1275
TOTAL,TOTAL,TOTAL,1326670,48785,757845,2133300,566267,98053,61529,400481,4394,404875
MSitAE-JANUARY-2025,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,12294,0,9797,22091,4986,354,1310,3983,93,4076
MSitAE-JANUARY-2025,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,6551,0,2630,9181,3508,535,1131,1716,0,1716
MSitAE-JANUARY-2025,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,4731,0,0,4731,744,0,11,967,0,967
MSitAE-JANUARY-2025,RXF,MID YORKSHIRE TEACHING NHS TRUST,15436,181,5229,20846,6333,2437,1191,3382,150,3532
MSitAE-JANUARY-2025,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,11828,1787,2475,16090,4444,1049,0,4627,20,4647
MSitAE-JANUARY-2025,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,10473,2370,2248,15091,4345,916,37,2479,0,2479
MSitAE-JANUARY-2025,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,7439,0,2746,10185,3996,393,976,2069,0,2069
MSitAE-JANUARY-2025,AD913,BECKENHAM BEACON UCC,0,0,3770,3770,0,0,0,0,0,0
MSitAE-JANUARY-2025,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,8811,0,3322,12133,2673,574,838,2575,0,2575
MSitAE-JANUARY-2025,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,10961,0,0,10961,2378,351,24,1836,0,1836
MSitAE-JANUARY-2025,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,24951,1364,1239,27554,9961,894,1176,8454,50,8504
MSitAE-JANUARY-2025,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,12227,3650,7192,23069,5362,656,551,3722,0,3722
MSitAE-JANUARY-2025,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,0,0,1264,1264,0,0,0,0,39,39
MSitAE-JANUARY-2025,RWJ,STOCKPORT NHS FOUNDATION TRUST,7893,0,987,8880,3490,789,500,2744,81,2825
MSitAE-JANUARY-2025,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,12018,0,8406,20424,4148,1037,379,2563,0,2563
MSitAE-JANUARY-2025,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,9971,965,2740,13676,4829,1377,349,3461,0,3461
MSitAE-JANUARY-2025,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,8814,1182,6799,16795,5022,1534,22,3721,0,3721
MSitAE-JANUARY-2025,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,9799,0,5526,15325,4602,520,646,2710,33,2743
MSitAE-JANUARY-2025,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,7900,0,0,7900,3122,836,204,2539,6,2545
MSitAE-JANUARY-2025,R1H,BARTS HEALTH NHS TRUST,25012,944,17880,43836,11280,1025,1319,4419,32,4451
MSitAE-JANUARY-2025,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,11443,0,3400,14843,4641,978,511,2938,101,3039
MSitAE-JANUARY-2025,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,13301,490,7890,21681,7150,915,1318,5493,0,5493
MSitAE-JANUARY-2025,RJ6,CROYDON HEALTH SERVICES NHS TRUST,12997,0,5212,18209,5139,289,441,1209,0,1209
MSitAE-JANUARY-2025,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,9690,724,6461,16875,3843,174,71,2114,0,2114
MSitAE-JANUARY-2025,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,8430,0,3154,11584,4007,231,798,1685,0,1685
MSitAE-JANUARY-2025,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0
MSitAE-JANUARY-2025,RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,7498,0,330,7828,2820,480,122,2241,0,2241
MSitAE-JANUARY-2025,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,8708,0,0,8708,3595,947,109,1987,0,1987
MSitAE-JANUARY-2025,RCB,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,10119,388,5567,16074,5742,833,949,4477,0,4477
MSitAE-JANUARY-2025,RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,16188,0,6642,22830,6164,452,482,7454,0,7454
MSitAE-JANUARY-2025,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,3841,0,0,3841,1873,225,93,1760,0,1760
MSitAE-JANUARY-2025,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,5973,0,6578,12551,3503,731,79,1815,0,1815
MSitAE-JANUARY-2025,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,24850,469,15178,40497,9848,1218,1939,4965,55,5020
MSitAE-JANUARY-2025,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,13728,0,14754,28482,7460,769,738,6525,0,6525
MSitAE-JANUARY-2025,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,24310,2966,10858,38134,11707,4456,749,5458,139,5597
MSitAE-JANUARY-2025,NNJ15,OAKHAM,0,0,59,59,0,0,0,0,0,0
MSitAE-JANUARY-2025,NNJ14,OADBY,0,0,499,499,0,0,0,0,0,0
MSitAE-JANUARY-2025,NNJ13,MELTON MOWBRAY,0,0,69,69,0,0,0,0,0,0
MSitAE-JANUARY-2025,NNJ12,MARKET HARBOROUGH,0,0,102,102,0,0,0,0,0,0
MSitAE-JANUARY-2025,NNJ0H,LLR EA - THE MERLYN VAZ HEALTH & SOCIAL CARE CENTRE,0,0,195,195,0,0,0,0,0,0
MSitAE-JANUARY-2025,NNJ07,LOUGHBOROUGH URGENT CARE CENTRE,0,0,6973,6973,0,0,0,0,0,0
MSitAE-JANUARY-2025,NNFA7,GOOLE & DISTRICT HOSPITAL,0,0,1387,1387,0,0,0,0,0,0
MSitAE-JANUARY-2025,NNF94,EAST RIDING COMMUNITY HOSPITAL,0,0,2563,2563,0,0,0,0,0,0
MSitAE-JANUARY-2025,NNF16,BRIDLINGTON HOSPITAL,0,0,1306,1306,0,0,0,0,0,0
MSitAE-JANUARY-2025,Y02147,URGENT CARE CENTRE (QMS),0,0,7684,7684,0,0,0,0,0,0
MSitAE-JANUARY-2025,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,10341,127,2619,13087,4889,428,195,4013,39,4052
MSitAE-JANUARY-2025,RN7,DARTFORD AND GRAVESHAM NHS TRUST,11094,0,3892,14986,3552,613,449,3295,0,3295
MSitAE-JANUARY-2025,RNZ,SALISBURY NHS FOUNDATION TRUST,4372,326,1715,6413,1699,470,19,1312,0,1312
MSitAE-JANUARY-2025,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,5878,0,3131,9009,2555,1033,0,1654,0,1654
MSitAE-JANUARY-2025,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,11393,0,4152,15545,5065,1774,261,3644,0,3644
MSitAE-JANUARY-2025,RH5,SOMERSET NHS FOUNDATION TRUST,11562,0,9286,20848,5403,830,329,2994,0,2994
MSitAE-JANUARY-2025,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,14196,0,3919,18115,6058,584,883,3744,48,3792
MSitAE-JANUARY-2025,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,6401,0,5595,11996,3389,1224,392,2712,312,3024
MSitAE-JANUARY-2025,RET,THE WALTON CENTRE NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0
MSitAE-JANUARY-2025,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,22829,927,12305,36061,8728,1745,633,6324,0,6324
MSitAE-JANUARY-2025,RDR,SUSSEX COMMUNITY NHS FOUNDATION TRUST,0,0,11327,11327,0,0,0,0,0,0
MSitAE-JANUARY-2025,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,11834,0,13927,25761,6231,980,885,6166,413,6579
MSitAE-JANUARY-2025,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,4046,0,424,4470,278,10,0,1017,0,1017
MSitAE-JANUARY-2025,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,15468,0,8652,24120,7204,83,22,4816,0,4816
MSitAE-JANUARY-2025,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,9443,0,2370,11813,5433,349,1316,3068,178,3246
MSitAE-JANUARY-2025,RBV,THE CHRISTIE NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0
MSitAE-JANUARY-2025,RBK,WALSALL HEALTHCARE NHS TRUST,9044,0,3905,12949,3512,1337,324,3896,0,3896
MSitAE-JANUARY-2025,RAX,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,7258,0,7797,15055,3722,341,439,2449,177,2626
MSitAE-JANUARY-2025,ARN03,LOCAL CARE DIRECT,0,0,2035,2035,0,0,0,0,0,0
MSitAE-JANUARY-2025,RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,0,0,0,0,0,0,0,0,4,4
MSitAE-JANUARY-2025,RY2,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,0,0,2916,2916,0,0,0,0,0,0
MSitAE-JANUARY-2025,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,7612,0,1944,9556,3990,256,129,3276,0,3276
MSitAE-JANUARY-2025,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,8682,0,2279,10961,3255,666,560,3200,30,3230
MSitAE-JANUARY-2025,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,7207,0,8151,15358,4011,521,94,2662,108,2770
MSitAE-JANUARY-2025,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,17941,0,9234,27175,8790,944,1028,3962,2,3964
MSitAE-JANUARY-2025,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,9372,0,10992,20364,2780,106,7,3876,49,3925
MSitAE-JANUARY-2025,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,5771,0,0,5771,1222,1,0,860,0,860
MSitAE-JANUARY-2025,RY5,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,0,0,7706,7706,0,0,0,0,0,0
MSitAE-FEBRUARY-2025,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0,0,8561,8561,0,0,0,0,0,0
MSitAE-FEBRUARY-2025,RH5,SOMERSET NHS FOUNDATION TRUST,10816,0,8601,19417,5066,575,271,2698,0,2698
MSitAE-FEBRUARY-2025,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,12461,478,7582,20521,6989,636,1275,4837,0,4837
MSitAE-FEBRUARY-2025,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,9534,850,2565,12949,4265,1127,346,2887,0,2887
MSitAE-FEBRUARY-2025,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,6671,0,653,7324,2428,360,489,1557,0,1557
MSitAE-FEBRUARY-2025,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,19788,936,11742,32466,8753,1205,472,5632,0,5632
MSitAE-FEBRUARY-2025,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",6037,0,1069,7106,2929,270,127,2108,0,2108
MSitAE-FEBRUARY-2025,RBV,THE CHRISTIE NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0
MSitAE-FEBRUARY-2025,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,22416,2738,10287,35441,10230,3764,211,5040,147,5187
MSitAE-FEBRUARY-2025,NTPAD,PRACTICE PLUS GROUP SURGICAL CENTRE - ST MARYS PORTSMOUTH,0,0,5036,5036,0,0,0,0,0,0
MSitAE-FEBRUARY-2025,NR3,NOTTINGHAM CITYCARE PARTNERSHIP,0,0,5163,5163,0,0,0,0,0,0
MSitAE-FEBRUARY-2025,RJN,EAST CHESHIRE NHS TRUST,3848,0,0,3848,1970,172,266,749,0,749
MSitAE-FEBRUARY-2025,NNJ,DHU HEALTH CARE C.I.C,0,0,1821,1821,0,0,0,0,0,0
MSitAE-FEBRUARY-2025,RY4,HERTFORDSHIRE COMMUNITY NHS TRUST,0,0,1019,1019,0,0,0,0,0,0
MSitAE-FEBRUARY-2025,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,10207,1051,7976,19234,4654,699,354,2253,0,2253
MSitAE-FEBRUARY-2025,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,11492,0,4772,16264,5476,891,669,2289,0,2289
MSitAE-FEBRUARY-2025,RLQ,WYE VALLEY NHS TRUST,5233,1036,86,6355,2184,412,219,1304,0,1304
MSitAE-FEBRUARY-2025,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,8181,0,0,8181,2971,704,55,1742,0,1742
MSitAE-FEBRUARY-2025,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,14072,1623,7572,23267,6924,1869,1016,4155,0,4155
MSitAE-FEBRUARY-2025,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,5765,0,10121,15886,3114,666,253,2361,35,2396
MSitAE-FEBRUARY-2025,RDY,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,5,5
MSitAE-FEBRUARY-2025,C82038,LATHAM HOUSE MEDICAL PRACTICE,0,0,278,278,0,0,0,0,0,0
MSitAE-FEBRUARY-2025,NLX,SIRONA CARE & HEALTH,0,0,7473,7473,0,0,0,0,0,0
MSitAE-FEBRUARY-2025,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,10786,1500,5717,18003,5345,77,25,1592,46,1638
MSitAE-FEBRUARY-2025,RMC,BOLTON NHS FOUNDATION TRUST,7278,0,3250,10528,3644,486,454,2256,124,2380
MSitAE-FEBRUARY-2025,RNU,OXFORD HEALTH NHS FOUNDATION TRUST,0,0,3103,3103,0,0,0,0,0,0
MSitAE-FEBRUARY-2025,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,13225,0,3915,17140,5764,389,792,3302,37,3339
MSitAE-FEBRUARY-2025,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",12433,2272,13441,28146,6017,615,816,7312,0,7312
MSitAE-FEBRUARY-2025,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,7528,0,4659,12187,2948,735,0,2153,0,2153
MSitAE-FEBRUARY-2025,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,0,0,1349,1349,0,0,0,0,0,0
